,theme,text,text_id,text_x,text_y,ac,som,km
0,CULTUR,сергей безруков возмутиться новость лондонский национальный галерея the national gallery переименовать картина французский художник импрессионист эдгар дега русский танцовщица украинских танцовщица раскритиковать решение мнение артист сообщить авторский telegram канал актёр задаться вопрос случай ждать российский культура будущее великий школа русский балет назвать украинской написать звезда сериал бригада специальный представитель президент россия международный культурный сотрудничество михаил швыдкой отреагировать смена название картина назвать решение лондонский национальный галерея политический кретинизм сергей безруков высказаться повод российский кинопрокат актёр допустить закрытие большинство кинотеатр рф отмена западный премьера ,0,20.33436393737793,47.71263122558594,1.0,0.0,1.0
1,CULTUR,аукционный дом sotheby christie подтвердить отказаться проведение русский неделя лондон передавать тасс информация агентство аукцион русский искусство отменить кризис украина несмотря российский сегмент занимать небольшой часть общий объём продажа christie брать ответственность реагирование потребность клиент развитие геополитический событие рассказать тасс представитель аукционный дом слово продолжить следить ситуация называть русский неделя традиционно проходить лондон раз год май конец июнь ноябрь конец декабрь берлинский кинофестиваль отстранить участие российский делегация ведомство связать российский власть официальный государственный институт деятель поддерживать режим запретить участвовать мероприятие говориться сообщение пресс служба ,1,-7.04719877243042,24.732410430908203,1.0,1.0,1.0
2,CULTUR,выставка локальный уличный культура пройти москва август дата проведение мероприятие назвать организатор пресс релиз поступить редакция пятница май отмечаться событие год приурочить юбилей бренд пройти локация столица программа выставка представить авторский контент транслировать взгляд организатор участник современный уличный культура эгида бренд собраться инициатива профильный комьюнити глобальный представитель индустрия формировать актуальный повестка пояснить организатор время продолжаться регистрация участник выставка подробный программа мероприятие огласить близкий будущее первый партия билет день поступить продажа приобрести рубль ,2,-13.767507553100586,31.7429256439209,1.0,1.0,1.0
3,CULTUR,генеральный директор эрмитаж санкт петербург михаил пиотровский объяснить отсутствие эротический выставка государственный музей слово организация экспозиция спровоцировать поток жалоба гендиректор заявить марафон новый знание цитировать риа новость пиотровский рассказать музей выставка эрмитаж любовь нидерландах рамка мероприятие выставить эротический коллекция российский император гендиректор музей подчеркнуть амстердам зритель воспринимать экспонат обычный объект выставить эрмитаж первых письмо прокуратура скандал оскорблять посетитель главный нездоровый ажиотаж превращать эротика порнография пояснить пиотровский добавить экспонат храниться запасник музей дожидаться час выставка определённый тематика востребовать апрель текущий год эрмитаж получить официальный жалоба выставить зал обнажить скульптура развращать ребёнок пиотровский отметить заявление адрес музей поступать руководство призывать поместить обнажить скульптура отдельный зал маркировать ,3,17.67709732055664,18.855281829833984,1.0,3.0,1.0
4,CULTUR,умереть народный художник ссср таир салахов сообщать тасс ссылка слово дочь пятница май доступный информация живописец скончаться клиника германия год таир салахов родиться ноябрь год баку год закончить обучение художественный училище имя азим азимзаде первый работа написать год привлекать внимание критик общественность вскоре салахов известный советский художник период оттепели основоположник лидер называть суровый стиль живопись соцреализма важный место творческий путь занимать цикл картина нефтяниках азербайджан произведение утро каспии утренний эшелон ремонтник женщина апшерон прочие салахов участвовать воссоздание храм христос спаситель москва член художественный совет российский академия художество курировать проект ,4,3.043759822845459,35.719573974609375,1.0,0.0,2.0
5,CULTUR,назвать зарплата руководитель учреждение культура подведомственных микульту россия сообщать риа новость итог год высокий среднемесячный доход оказаться худрук санкт петербургской академический филармония имя шостакович юрий темирканов миллион рубль второй место занять генеральный директор государственный третьяковский галерея зельфира трегулова зарабатывать миллион рубль замкнуть тройка гендиректор эрмитаж михаил пиотровский зарплата составить тысяча рубль четвёртый пятый место оказаться гендиректор музей заповедник московский кремль елена гагарин тысяча рубль руководитель киноконцерн мосфильм карен шахназаров тысяча рубль зарплата худрук александринский театр валерия фокин превысить тысяча рубль время директор театр ринат досмухамедова получать тысяча рубль прошлый год опубликовать список богатый руководитель московский театр президент московский международный дом музыка владимир спиваков заработать коллега годовой доход составить миллион рубль ,5,31.645673751831055,30.06694221496582,1.0,0.0,1.0
6,CULTUR,художник никас сафронов подарить губернатор свердловский область евгений куйвашеву портрет президент россия владимир путин картина вручить время открытие выставка молчать картина екатеринбург сообщать слово живописец портрет дарить российский лидер министр иностранный дело сергей лавров заказать копия обеспечить посольство страна консульство мир владимир владимирович позвонить сказать понравиться год отметить художник сафронов пожаловаться домогательство богатый клиентка рассказать женщина момент знакомство проявлять недвусмысленный знак внимание писать портрет клиентка сафронов отказаться вернуть деньга муж настойчивый поклонница писать звонила ,6,19.736417770385742,46.03688049316406,1.0,0.0,2.0
7,CULTUR,картина художник пабло пикассо женщина сидеть окно femme assise près fenêtre продать аукцион christie нью йорк миллион доллар миллиард рубль сообщаться сайт аукционный дом отмечаться произведение топовый лот аукцион финальный цена назвать потенциальный покупатель картина составить миллион доллар учёт сбор конечный стоимость лот составить миллион доллар женщина сидеть окно написать пикассо год последний раз выставлять торг год цена составить миллион доллар конец март сообщаться больший мир картина холст путешествие человечество the journey of humanity авторство британский художник саша джафри продать аукцион дубай миллион доллар миллиард рубль ,7,32.11545944213867,42.6163330078125,1.0,0.0,2.0
8,CULTUR,картина афроамериканский художник неоэкспрессиониста жан мишель баскии случай уйти молоток аукцион christie миллион доллар вторник май сообщаться сайт организация выигрышный ставка сделать анонимный покупатель телефон составить миллион доллар отмечаться учёт дополнительный выплата коллекционер предстоять отдать лот доллар рубль случай являться последний серия картина баскии изображать череп ключевой мотив творчество неоэкспрессиониста создать год принадлежать период полотно название написать год уйти молоток год миллион доллар установить образ рекорд стоимость продать аукцион произведение американский художник ,8,32.370567321777344,43.54092788696289,1.0,0.0,2.0
9,CULTUR,известный российский художник никас сафронов пожаловаться домогательство богатый клиентка рассказать женщина момент знакомство проявлять недвусмысленный знак внимание писать экспресс газета живописец отметить обратиться состоятельный предприниматель швейцария попросить написать портрет жена пожелать позировать обнажить сафронов рука положить живот смотреть пристально глаз пройти невзначай нежно задеть итог столь сильно раскрепоститься домогаться прямой текст заявить хотеть переспать поделиться художник писать портрет клиентка сафронов вернуть деньга муж настойчивый поклонница писать звонила живописец добавить воспринимать романтический объект симпатия химия счесть неэтичный интимный отношение натурщица сафронов рассказать секс певица наталья ветлицкой познакомиться вечеринка художник готовый искуситься слово артистка употреблять наркотик пара встреча интимный отношение прекратиться ,9,8.872496604919434,42.96830749511719,1.0,0.0,2.0
10,CULTUR,россиянин соцсетях twitter facebook рассказать роль сыграть искусство победа фашизм великий отечественный война соответствующий проект запускать постпредство россия страна снг оон совместно музей победа рассказать пресс секретарь российский постпредство фёдор стржижовский передавать риа новость слово стржижовского рамка проект искусство победа течение близкий день май пользователь русский английский язык рассказать история советский художник фронтовой поэт писатель музыкальный театральный коллектив укреплять патриотизм воля победа фронт тыл подписчик познакомиться редкий архивный видеоматериал совместный инициатива страна снг позволять воздать дань память герой великий отечественный война площадка оон отметить пресс секретарь искусство превратиться важный орудие общий борьба позволявших правдиво изобразить число будущий поколение трагедия война прославить подвиг советский народ подключить стржижовский президент россия владимир путин заявить россиянин главный праздник оставаться день победа пройти год миновать десятилетие страна май остаться самым главный святой праздник сказать глава государство выразить уверенность российский семья искренне гордиться подвиг герой великий отечественный спасти мир нацизм ,10,-5.304378032684326,25.491588592529297,1.0,1.0,1.0
11,CULTUR,президент россия владимир путин передать хранение государственный эрмитаж ряд уникальный экспонат создать заказ император александр ii список дар глава государство среда апрель раскрыть радиостанция говорить москва telegram канал данным радиостанция коллекция петербургского музей пополниться напрестольный подсвечниками крест лжицей причащение кадилом тарелка дароносица дискос потир больший малый копия литийницей чашей освящение вода кропилом сообщаться сайт кремль комплект церковный утварь представлять часть набор совершение таинство евхаристия изготовить санкт петербург год императорский двор заказать великий княгиня мария александрович дочь александр ii замужество герцогиня эдинбургский использовать предмет домовый церковь лондонский резиденция кларен хаус отмечаться ход передача экспонат путин обсудить генеральный директор эрмитаж михаил пиотровский план дальнейший развитие музей ,11,22.343629837036133,21.83294105529785,1.0,3.0,1.0
12,CULTUR,государственный эрмитаж санкт петербург передумать возвращать картина италия сообщать риа новость ссылка собеседник издательский дом скира skira организовать выставка работа тициан милан российский музей решить отзывать картина говориться письмо директор эрмитаж михаил пиотровский генеральный секретарь фонд эрмитаж италия маурицио чеккони неизвестный остаться экспонат страна завершение работа экспозиция эрмитаж обратиться миланский музей попросить вернуть одолженные полотно конец март речь идти полотно март известный государственный эрмитаж досрочно завершить выставка русский авангард революция искусство эрмитаж амстердам музей санкт петербург досрочно закрыть экспозиция возвращать экспонат россия планироваться выставка работать январь год российский эрмитаж заявить решение повлиять беспрецедентный уровень давление политический ситуация столкнуться коллега выставочный центр эрмитаж амстердам ,12,11.575261116027832,26.085655212402344,1.0,0.0,1.0
13,CULTUR,фестиваль burning man гореть человек проходить пустыня американский штат невада второй год подряд отменить коронавирус сообщить организатор сайт рассказать прорабатывать возможный сценарий проведение фестиваль год неопределённость отсутствие должный время подготовка решить отменить год сконцентрироваться подготовка проведение следующий год указываться прямой запрет власть организация сайт подчёркиваться поклонник фестиваль устроить мини фестиваль burning man следовать принцип назвать руководство культурный выживание частность фанат рекомендовать финансово поддержать художник создавать burning man оригинальный форма искусство год собирающихся делать дома организовать сентябрь трансляция собственный организовать burn night гореть ночь желать самостоятельно приехать пустыня место проведение фестиваль создать произведение искусство сохранить экосистема чистота burning man проводиться год фестиваль получить название честь сжигание большой деревянный чучело человек лозунг мероприятие максимальный самовыражение гражданский ответственность совместный усилие организация праздник ,13,-0.8866997957229614,40.93568801879883,1.0,0.0,1.0
14,CULTUR,фонд культурный инициатива создание сообщить президент владимир путин время послание федеральный собрание стать стимул активизация культурный деятельность россия мнение высказать директор государственный музей изобразительный искусство гмии имя пушкин марина лошак передавать тасс поддержать народный артист ссср основатель всероссийский юношеский симфонический оркестр юрий башмет назвать создание фонд важный событие россия многообразный уникальный развивать сегодня культурный среда будущее культура будущее страна пояснить добавить ценный непростой экономика страна время огромный внимание уделяться культура профессиональный искусство президент россия владимир путин анонсировать создание фонд культурный инициатива среда апрель заняться выдача президентский грант проект сфера искусство творчество год планироваться конкурсный основа профинансировать тысяча креативный команда ,14,-2.2161145210266113,23.545269012451172,1.0,1.0,1.0
